Sequence_487	7f304850982ab6c3a9c054ea88a05590	259	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	4	14	-	T	25-10-2023	-	-
Sequence_487	7f304850982ab6c3a9c054ea88a05590	259	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	19	-	T	25-10-2023	-	-
Sequence_487	7f304850982ab6c3a9c054ea88a05590	259	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	19	-	T	25-10-2023	-	-
Sequence_487	7f304850982ab6c3a9c054ea88a05590	259	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	19	-	T	25-10-2023	-	-
Sequence_487	7f304850982ab6c3a9c054ea88a05590	259	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	20	259	-	T	25-10-2023	-	-
Sequence_487	7f304850982ab6c3a9c054ea88a05590	259	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	15	19	-	T	25-10-2023	-	-
Sequence_487	7f304850982ab6c3a9c054ea88a05590	259	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	3	-	T	25-10-2023	-	-
Sequence_487	7f304850982ab6c3a9c054ea88a05590	259	Pfam	PF11999	Ice-binding-like	35	239	8.5E-58	T	25-10-2023	IPR021884	Ice-binding protein	-	-
Sequence_487	7f304850982ab6c3a9c054ea88a05590	259	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	19	-	T	25-10-2023	-	-
Sequence_416	86049ab35b0edf7a2dbfec0e476dad25	132	Pfam	PF02420	Insect antifreeze protein repeat	42	52	260.0	T	25-10-2023	IPR003460	Insect antifreeze protein motif	-	-
Sequence_416	86049ab35b0edf7a2dbfec0e476dad25	132	Pfam	PF02420	Insect antifreeze protein repeat	30	40	640.0	T	25-10-2023	IPR003460	Insect antifreeze protein motif	-	-
Sequence_416	86049ab35b0edf7a2dbfec0e476dad25	132	Pfam	PF02420	Insect antifreeze protein repeat	90	100	130.0	T	25-10-2023	IPR003460	Insect antifreeze protein motif	-	-
Sequence_416	86049ab35b0edf7a2dbfec0e476dad25	132	Pfam	PF02420	Insect antifreeze protein repeat	16	25	1100.0	T	25-10-2023	IPR003460	Insect antifreeze protein motif	-	-
Sequence_416	86049ab35b0edf7a2dbfec0e476dad25	132	Pfam	PF02420	Insect antifreeze protein repeat	66	77	170.0	T	25-10-2023	IPR003460	Insect antifreeze protein motif	-	-
Sequence_416	86049ab35b0edf7a2dbfec0e476dad25	132	Pfam	PF02420	Insect antifreeze protein repeat	114	122	84000.0	T	25-10-2023	IPR003460	Insect antifreeze protein motif	-	-
Sequence_416	86049ab35b0edf7a2dbfec0e476dad25	132	Pfam	PF02420	Insect antifreeze protein repeat	78	88	27.0	T	25-10-2023	IPR003460	Insect antifreeze protein motif	-	-
Sequence_416	86049ab35b0edf7a2dbfec0e476dad25	132	Pfam	PF02420	Insect antifreeze protein repeat	54	64	63.0	T	25-10-2023	IPR003460	Insect antifreeze protein motif	-	-
Sequence_416	86049ab35b0edf7a2dbfec0e476dad25	132	Pfam	PF02420	Insect antifreeze protein repeat	102	113	30.0	T	25-10-2023	IPR003460	Insect antifreeze protein motif	-	-
Sequence_416	86049ab35b0edf7a2dbfec0e476dad25	132	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	28	-	T	25-10-2023	-	-
Sequence_416	86049ab35b0edf7a2dbfec0e476dad25	132	SUPERFAMILY	SSF51156	Insect cysteine-rich antifreeze protein	29	110	6.54E-34	T	25-10-2023	IPR016133	Insect cysteine-rich antifreeze protein	-	-
Sequence_416	86049ab35b0edf7a2dbfec0e476dad25	132	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	28	-	T	25-10-2023	-	-
Sequence_416	86049ab35b0edf7a2dbfec0e476dad25	132	Gene3D	G3DSA:2.160.20.50	Insect antifreeze protein	29	109	1.9E-18	T	25-10-2023	-	-
Sequence_427	bba3d26bd3f8ca18b330ae63a6f23e7d	244	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	21	-	T	25-10-2023	-	-
Sequence_427	bba3d26bd3f8ca18b330ae63a6f23e7d	244	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	21	-	T	25-10-2023	-	-
Sequence_427	bba3d26bd3f8ca18b330ae63a6f23e7d	244	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	7	-	T	25-10-2023	-	-
Sequence_427	bba3d26bd3f8ca18b330ae63a6f23e7d	244	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	7	29	-	T	25-10-2023	-	-
Sequence_427	bba3d26bd3f8ca18b330ae63a6f23e7d	244	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	21	-	T	25-10-2023	-	-
Sequence_427	bba3d26bd3f8ca18b330ae63a6f23e7d	244	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	17	21	-	T	25-10-2023	-	-
Sequence_427	bba3d26bd3f8ca18b330ae63a6f23e7d	244	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	21	-	T	25-10-2023	-	-
Sequence_427	bba3d26bd3f8ca18b330ae63a6f23e7d	244	Pfam	PF11999	Ice-binding-like	37	242	4.1E-61	T	25-10-2023	IPR021884	Ice-binding protein	-	-
Sequence_427	bba3d26bd3f8ca18b330ae63a6f23e7d	244	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	8	16	-	T	25-10-2023	-	-
Sequence_427	bba3d26bd3f8ca18b330ae63a6f23e7d	244	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	22	244	-	T	25-10-2023	-	-
Sequence_413	8d6fbc917e031ca94dd6badb80190b60	119	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	11	-	T	25-10-2023	-	-
Sequence_413	8d6fbc917e031ca94dd6badb80190b60	119	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	28	-	T	25-10-2023	-	-
Sequence_413	8d6fbc917e031ca94dd6badb80190b60	119	SUPERFAMILY	SSF51156	Insect cysteine-rich antifreeze protein	29	106	2.75E-32	T	25-10-2023	IPR016133	Insect cysteine-rich antifreeze protein	-	-
Sequence_413	8d6fbc917e031ca94dd6badb80190b60	119	Gene3D	G3DSA:2.160.20.50	Insect antifreeze protein	29	108	1.8E-17	T	25-10-2023	-	-
Sequence_413	8d6fbc917e031ca94dd6badb80190b60	119	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	33	-	T	25-10-2023	-	-
Sequence_413	8d6fbc917e031ca94dd6badb80190b60	119	SignalP_GRAM_NEGATIVE	SignalP-noTM	SignalP-noTM	1	26	-	T	25-10-2023	-	-
Sequence_413	8d6fbc917e031ca94dd6badb80190b60	119	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	23	-	T	25-10-2023	-	-
Sequence_413	8d6fbc917e031ca94dd6badb80190b60	119	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	24	119	-	T	25-10-2023	-	-
Sequence_413	8d6fbc917e031ca94dd6badb80190b60	119	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	20	23	-	T	25-10-2023	-	-
Sequence_413	8d6fbc917e031ca94dd6badb80190b60	119	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	12	19	-	T	25-10-2023	-	-
Sequence_413	8d6fbc917e031ca94dd6badb80190b60	119	Pfam	PF02420	Insect antifreeze protein repeat	30	40	560.0	T	25-10-2023	IPR003460	Insect antifreeze protein motif	-	-
Sequence_413	8d6fbc917e031ca94dd6badb80190b60	119	Pfam	PF02420	Insect antifreeze protein repeat	66	77	3100.0	T	25-10-2023	IPR003460	Insect antifreeze protein motif	-	-
