Sequence_595	7fc5e40ba4de7191135fe8bca88c888c	112	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	20	-	T	30-10-2023	-	-
Sequence_595	7fc5e40ba4de7191135fe8bca88c888c	112	PRINTS	PR00308	Type I antifreeze protein signature	46	60	1.9E-13	T	30-10-2023	IPR000104	Antifreeze protein, type I	GO:0050825	-
Sequence_595	7fc5e40ba4de7191135fe8bca88c888c	112	PRINTS	PR00308	Type I antifreeze protein signature	60	71	1.9E-13	T	30-10-2023	IPR000104	Antifreeze protein, type I	GO:0050825	-
Sequence_595	7fc5e40ba4de7191135fe8bca88c888c	112	PRINTS	PR00308	Type I antifreeze protein signature	82	91	1.9E-13	T	30-10-2023	IPR000104	Antifreeze protein, type I	GO:0050825	-
Sequence_595	7fc5e40ba4de7191135fe8bca88c888c	112	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	17	-	T	30-10-2023	-	-
Sequence_595	7fc5e40ba4de7191135fe8bca88c888c	112	SignalP_GRAM_POSITIVE	SignalP-TM	SignalP-TM	1	25	-	T	30-10-2023	-	-
Sequence_595	7fc5e40ba4de7191135fe8bca88c888c	112	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	19	5.0	T	30-10-2023	-	-
Sequence_595	7fc5e40ba4de7191135fe8bca88c888c	112	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	13	17	-	T	30-10-2023	-	-
Sequence_595	7fc5e40ba4de7191135fe8bca88c888c	112	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	3	-	T	30-10-2023	-	-
Sequence_595	7fc5e40ba4de7191135fe8bca88c888c	112	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	17	-	T	30-10-2023	-	-
Sequence_595	7fc5e40ba4de7191135fe8bca88c888c	112	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	4	12	-	T	30-10-2023	-	-
Sequence_595	7fc5e40ba4de7191135fe8bca88c888c	112	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	18	112	-	T	30-10-2023	-	-
