Sequence_893	b0bd2fb282dcd95939801c2f5aac2a84	1647	Gene3D	G3DSA:2.160.20.50	Insect antifreeze protein	600	688	1.6E-8	T	30-10-2023	-	-
Sequence_893	b0bd2fb282dcd95939801c2f5aac2a84	1647	PANTHER	PTHR35577	CYSTEINE-RICH, ACIDIC INTEGRAL MEMBRANE PROTEIN-RELATED	696	1483	1.5E-100	T	30-10-2023	-	-
Sequence_893	b0bd2fb282dcd95939801c2f5aac2a84	1647	MobiDBLite	mobidb-lite	consensus disorder prediction	499	520	-	T	30-10-2023	-	-
Sequence_893	b0bd2fb282dcd95939801c2f5aac2a84	1647	Coils	Coil	Coil	1332	1352	-	T	30-10-2023	-	-
Sequence_893	b0bd2fb282dcd95939801c2f5aac2a84	1647	Coils	Coil	Coil	296	316	-	T	30-10-2023	-	-
Sequence_893	b0bd2fb282dcd95939801c2f5aac2a84	1647	Coils	Coil	Coil	113	133	-	T	30-10-2023	-	-
Sequence_893	b0bd2fb282dcd95939801c2f5aac2a84	1647	MobiDBLite	mobidb-lite	consensus disorder prediction	412	437	-	T	30-10-2023	-	-
Sequence_893	b0bd2fb282dcd95939801c2f5aac2a84	1647	MobiDBLite	mobidb-lite	consensus disorder prediction	1390	1419	-	T	30-10-2023	-	-
Sequence_824	351a7be41c49cf6c5a75f78399a664cb	370	PANTHER	PTHR37826	FLOTILLIN BAND_7_5 DOMAIN PROTEIN	4	320	1.1E-57	T	30-10-2023	-	-
Sequence_824	351a7be41c49cf6c5a75f78399a664cb	370	Pfam	PF13421	SPFH domain-Band 7 family	26	235	2.7E-96	T	30-10-2023	IPR033880	SPFH domain, YdjI-like	-	-
Sequence_824	351a7be41c49cf6c5a75f78399a664cb	370	CDD	cd03408	SPFH_like_u1	26	239	4.92516E-97	T	30-10-2023	IPR033880	SPFH domain, YdjI-like	-	-
Sequence_824	351a7be41c49cf6c5a75f78399a664cb	370	SUPERFAMILY	SSF117892	Band 7/SPFH domain	124	231	1.31E-7	T	30-10-2023	IPR036013	Band 7/SPFH domain superfamily	-	Reactome: R-BTA-382556|Reactome: R-BTA-5213460|Reactome: R-BTA-5673000|Reactome: R-BTA-5675482|Reactome: R-BTA-8849932|Reactome: R-BTA-8949664|Reactome: R-BTA-8980692|Reactome: R-BTA-9013106|Reactome: R-BTA-9696264|Reactome: R-BTA-9696273|Reactome: R-CEL-2672351|Reactome: R-CEL-373753|Reactome: R-CEL-382556|Reactome: R-CEL-5673000|Reactome: R-CEL-6798695|Reactome: R-CEL-8949664|Reactome: R-CEL-8980692|Reactome: R-CEL-9013406|Reactome: R-CEL-9013407|Reactome: R-DDI-6798695|Reactome: R-DME-373753|Reactome: R-DME-5673000|Reactome: R-DME-8849932|Reactome: R-DME-8949664|Reactome: R-DME-8980692|Reactome: R-DRE-382556|Reactome: R-DRE-6798695|Reactome: R-HSA-2672351|Reactome: R-HSA-373753|Reactome: R-HSA-382556|Reactome: R-HSA-5213460|Reactome: R-HSA-5655302|Reactome: R-HSA-5673000|Reactome: R-HSA-5675482|Reactome: R-HSA-5678895|Reactome: R-HSA-6798695|Reactome: R-HSA-6802946|Reactome: R-HSA-6802955|Reactome: R-HSA-8849932|Reactome: R-HSA-8853336|Reactome: R-HSA-8949664|Reactome: R-HSA-8980692|Reactome: R-HSA-9013026|Reactome: R-HSA-9013106|Reactome: R-HSA-9013148|Reactome: R-HSA-9013406|Reactome: R-HSA-9013407|Reactome: R-HSA-9013409|Reactome: R-HSA-9649948|Reactome: R-HSA-9696264|Reactome: R-HSA-9696273|Reactome: R-MMU-2672351|Reactome: R-MMU-373753|Reactome: R-MMU-382556|Reactome: R-MMU-5213460|Reactome: R-MMU-5673000|Reactome: R-MMU-5675482|Reactome: R-MMU-6798695|Reactome: R-MMU-8849932|Reactome: R-MMU-8949664|Reactome: R-MMU-8980692|Reactome: R-MMU-9013026|Reactome: R-MMU-9013106|Reactome: R-MMU-9013406|Reactome: R-MMU-9013407|Reactome: R-MMU-9696264|Reactome: R-MMU-9696273|Reactome: R-RNO-373753|Reactome: R-RNO-382556|Reactome: R-RNO-5213460|Reactome: R-RNO-5673000|Reactome: R-RNO-5675482|Reactome: R-RNO-6798695|Reactome: R-RNO-8849932|Reactome: R-RNO-8949664|Reactome: R-RNO-8980692|Reactome: R-RNO-9013026|Reactome: R-RNO-9013106|Reactome: R-RNO-9696264|Reactome: R-RNO-9696273|Reactome: R-SSC-5213460|Reactome: R-SSC-5675482|Reactome: R-SSC-8849932|Reactome: R-SSC-8980692|Reactome: R-SSC-9013026|Reactome: R-SSC-9013106|Reactome: R-XTR-382556
Sequence_824	351a7be41c49cf6c5a75f78399a664cb	370	Gene3D	G3DSA:3.30.479.30	Band 7 domain	119	233	6.5E-5	T	30-10-2023	IPR036013	Band 7/SPFH domain superfamily	-	Reactome: R-BTA-382556|Reactome: R-BTA-5213460|Reactome: R-BTA-5673000|Reactome: R-BTA-5675482|Reactome: R-BTA-8849932|Reactome: R-BTA-8949664|Reactome: R-BTA-8980692|Reactome: R-BTA-9013106|Reactome: R-BTA-9696264|Reactome: R-BTA-9696273|Reactome: R-CEL-2672351|Reactome: R-CEL-373753|Reactome: R-CEL-382556|Reactome: R-CEL-5673000|Reactome: R-CEL-6798695|Reactome: R-CEL-8949664|Reactome: R-CEL-8980692|Reactome: R-CEL-9013406|Reactome: R-CEL-9013407|Reactome: R-DDI-6798695|Reactome: R-DME-373753|Reactome: R-DME-5673000|Reactome: R-DME-8849932|Reactome: R-DME-8949664|Reactome: R-DME-8980692|Reactome: R-DRE-382556|Reactome: R-DRE-6798695|Reactome: R-HSA-2672351|Reactome: R-HSA-373753|Reactome: R-HSA-382556|Reactome: R-HSA-5213460|Reactome: R-HSA-5655302|Reactome: R-HSA-5673000|Reactome: R-HSA-5675482|Reactome: R-HSA-5678895|Reactome: R-HSA-6798695|Reactome: R-HSA-6802946|Reactome: R-HSA-6802955|Reactome: R-HSA-8849932|Reactome: R-HSA-8853336|Reactome: R-HSA-8949664|Reactome: R-HSA-8980692|Reactome: R-HSA-9013026|Reactome: R-HSA-9013106|Reactome: R-HSA-9013148|Reactome: R-HSA-9013406|Reactome: R-HSA-9013407|Reactome: R-HSA-9013409|Reactome: R-HSA-9649948|Reactome: R-HSA-9696264|Reactome: R-HSA-9696273|Reactome: R-MMU-2672351|Reactome: R-MMU-373753|Reactome: R-MMU-382556|Reactome: R-MMU-5213460|Reactome: R-MMU-5673000|Reactome: R-MMU-5675482|Reactome: R-MMU-6798695|Reactome: R-MMU-8849932|Reactome: R-MMU-8949664|Reactome: R-MMU-8980692|Reactome: R-MMU-9013026|Reactome: R-MMU-9013106|Reactome: R-MMU-9013406|Reactome: R-MMU-9013407|Reactome: R-MMU-9696264|Reactome: R-MMU-9696273|Reactome: R-RNO-373753|Reactome: R-RNO-382556|Reactome: R-RNO-5213460|Reactome: R-RNO-5673000|Reactome: R-RNO-5675482|Reactome: R-RNO-6798695|Reactome: R-RNO-8849932|Reactome: R-RNO-8949664|Reactome: R-RNO-8980692|Reactome: R-RNO-9013026|Reactome: R-RNO-9013106|Reactome: R-RNO-9696264|Reactome: R-RNO-9696273|Reactome: R-SSC-5213460|Reactome: R-SSC-5675482|Reactome: R-SSC-8849932|Reactome: R-SSC-8980692|Reactome: R-SSC-9013026|Reactome: R-SSC-9013106|Reactome: R-XTR-382556
Sequence_824	351a7be41c49cf6c5a75f78399a664cb	370	Pfam	PF14237	GYF domain 2	306	354	4.9E-15	T	30-10-2023	IPR025640	GYF domain 2	-	Reactome: R-HSA-6798695
Sequence_880	79dbc95348553759ee6499084f347db2	430	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	1	-	T	30-10-2023	-	-
Sequence_880	79dbc95348553759ee6499084f347db2	430	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	15	-	T	30-10-2023	-	-
Sequence_880	79dbc95348553759ee6499084f347db2	430	MobiDBLite	mobidb-lite	consensus disorder prediction	275	318	-	T	30-10-2023	-	-
Sequence_880	79dbc95348553759ee6499084f347db2	430	MobiDBLite	mobidb-lite	consensus disorder prediction	338	385	-	T	30-10-2023	-	-
Sequence_880	79dbc95348553759ee6499084f347db2	430	MobiDBLite	mobidb-lite	consensus disorder prediction	338	356	-	T	30-10-2023	-	-
Sequence_880	79dbc95348553759ee6499084f347db2	430	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	11	15	-	T	30-10-2023	-	-
Sequence_880	79dbc95348553759ee6499084f347db2	430	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	2	10	-	T	30-10-2023	-	-
Sequence_880	79dbc95348553759ee6499084f347db2	430	Gene3D	G3DSA:2.160.20.50	Insect antifreeze protein	281	356	3.8E-5	T	30-10-2023	-	-
Sequence_880	79dbc95348553759ee6499084f347db2	430	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	16	430	-	T	30-10-2023	-	-
Sequence_886	c95c095860e9635da40909c7e28c2933	442	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	1	-	T	30-10-2023	-	-
Sequence_886	c95c095860e9635da40909c7e28c2933	442	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	15	-	T	30-10-2023	-	-
Sequence_886	c95c095860e9635da40909c7e28c2933	442	Gene3D	G3DSA:2.160.20.50	Insect antifreeze protein	282	368	6.0E-6	T	30-10-2023	-	-
Sequence_886	c95c095860e9635da40909c7e28c2933	442	MobiDBLite	mobidb-lite	consensus disorder prediction	277	322	-	T	30-10-2023	-	-
Sequence_886	c95c095860e9635da40909c7e28c2933	442	MobiDBLite	mobidb-lite	consensus disorder prediction	346	396	-	T	30-10-2023	-	-
Sequence_886	c95c095860e9635da40909c7e28c2933	442	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	11	15	-	T	30-10-2023	-	-
Sequence_886	c95c095860e9635da40909c7e28c2933	442	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	16	442	-	T	30-10-2023	-	-
Sequence_886	c95c095860e9635da40909c7e28c2933	442	MobiDBLite	mobidb-lite	consensus disorder prediction	346	368	-	T	30-10-2023	-	-
Sequence_886	c95c095860e9635da40909c7e28c2933	442	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	2	10	-	T	30-10-2023	-	-
Sequence_825	8524fa39880e90f74084862da7047bf5	437	CDD	cd03408	SPFH_like_u1	15	238	1.2593E-92	T	30-10-2023	IPR033880	SPFH domain, YdjI-like	-	-
Sequence_825	8524fa39880e90f74084862da7047bf5	437	PANTHER	PTHR37826	FLOTILLIN BAND_7_5 DOMAIN PROTEIN	16	328	1.0E-38	T	30-10-2023	-	-
Sequence_825	8524fa39880e90f74084862da7047bf5	437	Pfam	PF12773	Double zinc ribbon	308	359	4.0E-6	T	30-10-2023	IPR025874	Double zinc ribbon	-	-
Sequence_825	8524fa39880e90f74084862da7047bf5	437	Pfam	PF12773	Double zinc ribbon	365	408	7.9E-7	T	30-10-2023	IPR025874	Double zinc ribbon	-	-
